GENE_a	GENE_b	ID_a	ID_b	AC_a	AC_b	pubmedID	resource 
NTRK1	DYNLL1	NTRK1_HUMAN	DYL1_HUMAN	P04629	P63167	11157096	APID
NTRK1	DYNLT1	NTRK1_HUMAN	DYLT1_HUMAN	P04629	P63172	20482850	Reactome_Fls
NTRK1	DNM1	NTRK1_HUMAN	DYN1_HUMAN	P04629	Q05193	20482850	Reactome_Fls
NTRK1	EPB41L1	NTRK1_HUMAN	E41L1_HUMAN	P04629	Q9H4G0	20482850	Reactome_Fls
NTRK1	ELMO1	NTRK1_HUMAN	ELMO1_HUMAN	P04629	Q92556	20482850	Reactome_Fls
NTRK1	FAIM	NTRK1_HUMAN	FAIM1_HUMAN	P04629	Q9NVQ4	20482850	Reactome_Fls
NTRK1	FRS2	NTRK1_HUMAN	FRS2_HUMAN	P04629	Q8WU20	20482850;17367534;15657099;10629055;10092678	Reactome_Fls;Reactome;iRefIndex
NTRK1	FRS3	NTRK1_HUMAN	FRS3_HUMAN	P04629	O43559	10629055	iRefIndex;APID
NTRK1	GIPC1	NTRK1_HUMAN	GIPC1_HUMAN	P04629	O14908	11251075	iRefIndex
NTRK1	GRB2	NTRK1_HUMAN	GRB2_HUMAN	P04629	P62993	20482850;11733534;10748052	Reactome_Fls;APID
NTRK1	IRAK1	NTRK1_HUMAN	IRAK1_HUMAN	P04629	P51617	20482850	Reactome_Fls
NTRK1	IRS1	NTRK1_HUMAN	IRS1_HUMAN	P04629	P35568	20482850;11147812	Reactome_Fls;APID
NTRK1	KIDINS220	NTRK1_HUMAN	KDIS_HUMAN	P04629	Q9ULH0	20482850;17367534;16284401	Reactome_Fls;Reactome;MINT
NTRK1	KLK3	NTRK1_HUMAN	KLK3_HUMAN	P04629	P07288	9856458	APID
NTRK1	PRKCI	NTRK1_HUMAN	KPCI_HUMAN	P04629	P41743	20482850	Reactome_Fls
NTRK1	PRKCZ	NTRK1_HUMAN	KPCZ_HUMAN	P04629	Q05513	20482850	Reactome_Fls
NTRK1	MATK	NTRK1_HUMAN	MATK_HUMAN	P04629	P42679	20482850;10329710	Reactome_Fls;iRefIndex
NTRK1	MAPK1	NTRK1_HUMAN	MK01_HUMAN	P04629	P28482	20482850	Reactome_Fls
NTRK1	MAPK3	NTRK1_HUMAN	MK03_HUMAN	P04629	P27361	20482850	Reactome_Fls
NTRK1	IKBKG	NTRK1_HUMAN	NEMO_HUMAN	P04629	Q9Y6K9	20482850	Reactome_Fls
NTRK1	NTF3	NTRK1_HUMAN	NTF3_HUMAN	P04629	P20783	20482850	Reactome_Fls
NTRK1	NTF4	NTRK1_HUMAN	NTF4_HUMAN	P04629	P34130	20482850	Reactome_Fls
NTRK1	NTRK1	NTRK1_HUMAN	NTRK1_HUMAN	P04629	P04629	21187090;17367534;11159935;10388563	Reactome;MINT;iRefIndex;APID
NTRK1	PIK3R3	NTRK1_HUMAN	P55G_HUMAN	P04629	Q92569	20482850	Reactome_Fls
NTRK1	PIK3R1	NTRK1_HUMAN	P85A_HUMAN	P04629	P27986	20482850	Reactome_Fls
NTRK1	ADCYAP1	NTRK1_HUMAN	PACA_HUMAN	P04629	P18509	20482850	Reactome_Fls
NTRK1	ADCYAP1R1	NTRK1_HUMAN	PACR_HUMAN	P04629	P41586	20482850	Reactome_Fls
NTRK1	PHLDA3	NTRK1_HUMAN	PHLA3_HUMAN	P04629	Q9Y5J5	17353931	IntAct
NTRK1	PIK3R5	NTRK1_HUMAN	PI3R5_HUMAN	P04629	Q8WYR1	20482850	Reactome_Fls
NTRK1	PIK3CA	NTRK1_HUMAN	PK3CA_HUMAN	P04629	P42336	20482850	Reactome_Fls
NTRK1	PIK3CB	NTRK1_HUMAN	PK3CB_HUMAN	P04629	P42338	20482850	Reactome_Fls
NTRK1	PLCG1	NTRK1_HUMAN	PLCG1_HUMAN	P04629	P19174	9856458;20482850;1715690;10092678	Reactome_Fls;APID
NTRK1	PTPN11	NTRK1_HUMAN	PTN11_HUMAN	P04629	Q06124	9282923;11466412	APID
NTRK1	PTPN22	NTRK1_HUMAN	PTN22_HUMAN	P04629	Q9Y2R2	19167335	iRefIndex;IntAct;DIP
NTRK1	PTPRB	NTRK1_HUMAN	PTPRB_HUMAN	P04629	P23467	19167335	iRefIndex;IntAct
NTRK1	PTPRC	NTRK1_HUMAN	PTPRC_HUMAN	P04629	P08575	19167335	iRefIndex;IntAct;DIP
NTRK1	PTPRG	NTRK1_HUMAN	PTPRG_HUMAN	P04629	P23470	19167335	iRefIndex;IntAct
NTRK1	PTPRO	NTRK1_HUMAN	PTPRO_HUMAN	P04629	Q16827	19167335	iRefIndex;DIP
NTRK1	RAP1A	NTRK1_HUMAN	RAP1A_HUMAN	P04629	P62834	20482850;11466412	Reactome_Fls;APID
NTRK1	RASGRF1	NTRK1_HUMAN	RGRF1_HUMAN	P04629	Q13972	20482850	Reactome_Fls
NTRK1	RGS19	NTRK1_HUMAN	RGS19_HUMAN	P04629	P49795	20482850;11251075	Reactome_Fls;iRefIndex
NTRK1	ARHGAP32	NTRK1_HUMAN	RHG32_HUMAN	P04629	A7KAX9	12446789	iRefIndex;APID
NTRK1	RIT1	NTRK1_HUMAN	RIT1_HUMAN	P04629	Q92963	20482850;17367534	Reactome_Fls;Reactome
NTRK1	RIT2	NTRK1_HUMAN	RIT2_HUMAN	P04629	Q99578	20482850;17367534	Reactome_Fls;Reactome
NTRK1	UBA52	NTRK1_HUMAN	RL40_HUMAN	P04629	P62987	16701206	APID
NTRK1	RAPGEF1	NTRK1_HUMAN	RPGF1_HUMAN	P04629	Q13905	20482850;17367534;15657099	Reactome_Fls;Reactome;iRefIndex
NTRK1	RUSC1	NTRK1_HUMAN	RUSC1_HUMAN	P04629	Q9BVN2	15657099;15024033	iRefIndex;APID
NTRK1	SH2D1A	NTRK1_HUMAN	SH21A_HUMAN	P04629	O60880	9856458	APID
NTRK1	SH2B1	NTRK1_HUMAN	SH2B1_HUMAN	P04629	Q9NRF2	9856458;10708759	iRefIndex;APID
NTRK1	SHC2	NTRK1_HUMAN	SHC2_HUMAN	P04629	P98077	20482850;12006576	Reactome_Fls;APID
NTRK1	STAT3	NTRK1_HUMAN	STAT3_HUMAN	P04629	P40763	20482850;17367534	Reactome_Fls;Reactome
NTRK1	TERF2IP	NTRK1_HUMAN	TE2IP_HUMAN	P04629	Q9NYB0	15657099;11466412	iRefIndex
NTRK1	NGFR	NTRK1_HUMAN	TNR16_HUMAN	P04629	P08138	7616616;20482850;15657099	Reactome_Fls;iRefIndex;DIP
NTRK1	TRAF6	NTRK1_HUMAN	TRAF6_HUMAN	P04629	Q9Y4K3	20482850;18457658	Reactome_Fls;iRefIndex
NTRK1	TRPV1	NTRK1_HUMAN	TRPV1_HUMAN	P04629	Q8NER1	20482850	Reactome_Fls
ADCYAP1	NTRK1	PACA_HUMAN	NTRK1_HUMAN	P18509	P04629	17367534	Reactome
ADCYAP1R1	NTRK1	PACR_HUMAN	NTRK1_HUMAN	P41586	P04629	17367534	Reactome
PHLDA3	NTRK1	PHLA3_HUMAN	NTRK1_HUMAN	Q9Y5J5	P04629	17353931	iRefIndex;DIP;APID
PIK3CB	NTRK1	PK3CB_HUMAN	NTRK1_HUMAN	P42338	P04629	17367534	Reactome
PIK3CD	NTRK1	PK3CD_HUMAN	NTRK1_HUMAN	O00329	P04629	20482850	Reactome_Fls
PLCG1	NTRK1	PLCG1_HUMAN	NTRK1_HUMAN	P19174	P04629	8384556;17367534	Reactome;MINT;iRefIndex
PLCG2	NTRK1	PLCG2_HUMAN	NTRK1_HUMAN	P16885	P04629	8226808	APID
PTPN1	NTRK1	PTN1_HUMAN	NTRK1_HUMAN	P18031	P04629	12237455	APID
PTPN6	NTRK1	PTN6_HUMAN	NTRK1_HUMAN	P29350	P04629	15557341	APID
PTPRB	NTRK1	PTPRB_HUMAN	NTRK1_HUMAN	P23467	P04629	19167335	iRefIndex;DIP
PTPRG	NTRK1	PTPRG_HUMAN	NTRK1_HUMAN	P23470	P04629	19167335	iRefIndex;DIP
PTPRJ	NTRK1	PTPRJ_HUMAN	NTRK1_HUMAN	Q12913	P04629	19167335	iRefIndex;IntAct;DIP
PTPRO	NTRK1	PTPRO_HUMAN	NTRK1_HUMAN	Q16827	P04629	19167335	iRefIndex;IntAct
RAF1	NTRK1	RAF1_HUMAN	NTRK1_HUMAN	P04049	P04629	17367534	Reactome
RAP1A	NTRK1	RAP1A_HUMAN	NTRK1_HUMAN	P62834	P04629	17367534	Reactome
RASA1	NTRK1	RASA1_HUMAN	NTRK1_HUMAN	P20936	P04629	8384556	APID
HRAS	NTRK1	RASH_HUMAN	NTRK1_HUMAN	P01112	P04629	20482850;17367534	Reactome_Fls;Reactome
KRAS	NTRK1	RASK_HUMAN	NTRK1_HUMAN	P01116	P04629	20482850;17367534	Reactome_Fls;Reactome
NRAS	NTRK1	RASN_HUMAN	NTRK1_HUMAN	P01111	P04629	20482850;17367534	Reactome_Fls;Reactome
RIPK2	NTRK1	RIPK2_HUMAN	NTRK1_HUMAN	O43353	P04629	20482850	Reactome_Fls
RAPGEF1	NTRK1	RPGF1_HUMAN	NTRK1_HUMAN	Q13905	P04629	17367534;11466412	Reactome;APID
SH2D1A	NTRK1	SH21A_HUMAN	NTRK1_HUMAN	O60880	P04629	15657099	iRefIndex
SH2B2	NTRK1	SH2B2_HUMAN	NTRK1_HUMAN	O14492	P04629	9856458	APID
SH3GL2	NTRK1	SH3G2_HUMAN	NTRK1_HUMAN	Q99962	P04629	17367534	Reactome
SHC1	NTRK1	SHC1_HUMAN	NTRK1_HUMAN	P29353	P04629	8226808;17367534	Reactome;MINT;iRefIndex
SHC3	NTRK1	SHC3_HUMAN	NTRK1_HUMAN	Q92529	P04629	9507002	iRefIndex;APID
SOS1	NTRK1	SOS1_HUMAN	NTRK1_HUMAN	Q07889	P04629	17367534	Reactome
SQSTM1	NTRK1	SQSTM_HUMAN	NTRK1_HUMAN	Q13501	P04629	18174161;12471037;11244088	iRefIndex;APID
STAT3	NTRK1	STAT3_HUMAN	NTRK1_HUMAN	P40763	P04629	17367534	Reactome
ADORA2A	NTRK2	AA2AR_HUMAN	NTRK2_HUMAN	P29274	Q16620	20482850;17367534	Reactome_Fls;Reactome
ACVR1B	NTRK2	ACV1B_HUMAN	NTRK2_HUMAN	P36896	Q16620	20482850	Reactome_Fls
BDNF	NTRK2	BDNF_HUMAN	NTRK2_HUMAN	P23560	Q16620	9312147;20482850;15657099;11855816	Reactome_Fls;iRefIndex;DIP;APID
CDC42	NTRK2	CDC42_HUMAN	NTRK2_HUMAN	P60953	Q16620	20482850	Reactome_Fls
DYNLL1	NTRK2	DYL1_HUMAN	NTRK2_HUMAN	P63167	Q16620	15657099;11157096	iRefIndex;APID
DYNLT1	NTRK2	DYLT1_HUMAN	NTRK2_HUMAN	P63172	Q16620	20482850	Reactome_Fls
EPHB2	NTRK2	EPHB2_HUMAN	NTRK2_HUMAN	P29323	Q16620	20482850	Reactome_Fls
FRS2	NTRK2	FRS2_HUMAN	NTRK2_HUMAN	Q8WU20	Q16620	10092678	iRefIndex;APID
FRS3	NTRK2	FRS3_HUMAN	NTRK2_HUMAN	O43559	Q16620	11432792	APID
FYN	NTRK2	FYN_HUMAN	NTRK2_HUMAN	P06241	Q16620	9648856;20482850	Reactome_Fls;iRefIndex;APID
GIPC1	NTRK2	GIPC1_HUMAN	NTRK2_HUMAN	O14908	Q16620	20482850;15657099;11251075	Reactome_Fls;iRefIndex;APID
MAPK8IP2	NTRK2	JIP2_HUMAN	NTRK2_HUMAN	Q13387	Q16620	20482850	Reactome_Fls
MET	NTRK2	MET_HUMAN	NTRK2_HUMAN	P08581	Q16620	20482850	Reactome_Fls
NCK1	NTRK2	NCK1_HUMAN	NTRK2_HUMAN	P16333	Q16620	20482850;15657099;12074588	Reactome_Fls;iRefIndex;APID
NCK2	NTRK2	NCK2_HUMAN	NTRK2_HUMAN	O43639	Q16620	20482850;15657099;12074588	Reactome_Fls;iRefIndex;APID
NTF3	NTRK2	NTF3_HUMAN	NTRK2_HUMAN	P20783	Q16620	8621424;20482850;15657099	Reactome_Fls;iRefIndex;APID
NTF4	NTRK2	NTF4_HUMAN	NTRK2_HUMAN	P34130	Q16620	20482850;15657099;11855816;11738045;11263982;10631974;10490030;10388563	Reactome_Fls;iRefIndex;APID
NTRK2	AP1B1	NTRK2_HUMAN	AP1B1_HUMAN	Q16620	Q10567	21988832	IntAct
NTRK2	BCLAF1	NTRK2_HUMAN	BCLF1_HUMAN	Q16620	Q9NYF8	15657099	iRefIndex
NTRK2	BDNF	NTRK2_HUMAN	BDNF_HUMAN	Q16620	P23560	15657099	iRefIndex
NTRK2	DOK5	NTRK2_HUMAN	DOK5_HUMAN	Q16620	Q9P104	20482850;16647839	Reactome_Fls;APID
NTRK2	EHD4	NTRK2_HUMAN	EHD4_HUMAN	Q16620	Q9H223	20482850	Reactome_Fls
NTRK2	FYN	NTRK2_HUMAN	FYN_HUMAN	Q16620	P06241	9648856	iRefIndex
NTRK2	GIPC1	NTRK2_HUMAN	GIPC1_HUMAN	Q16620	O14908	18508856;11251075	iRefIndex;Interoporc
NTRK2	HSP90AB1	NTRK2_HUMAN	HS90B_HUMAN	Q16620	P08238	22939624	IntAct
NTRK2	NCK2	NTRK2_HUMAN	NCK2_HUMAN	Q16620	O43639	12074588	iRefIndex
NTRK2	NMNAT1	NTRK2_HUMAN	NMNA1_HUMAN	Q16620	Q9HAN9	21988832	IntAct
NTRK2	NTF4	NTRK2_HUMAN	NTF4_HUMAN	Q16620	P34130	11738045;11263982;10631974;10490030;10388563	iRefIndex
NTRK2	NTRK2	NTRK2_HUMAN	NTRK2_HUMAN	Q16620	Q16620	22269274;10533983	MolCon;APID
NTRK2	PIK3R1	NTRK2_HUMAN	P85A_HUMAN	Q16620	P27986	12074588	iRefIndex
NTRK2	TRIP13	NTRK2_HUMAN	PCH2_HUMAN	Q16620	Q15645	18508856	Interoporc
NTRK2	PTPN11	NTRK2_HUMAN	PTN11_HUMAN	Q16620	Q06124	10386953	APID
NTRK2	UBA52	NTRK2_HUMAN	RL40_HUMAN	Q16620	P62987	16701206	APID
NTRK2	SH2B1	NTRK2_HUMAN	SH2B1_HUMAN	Q16620	Q9NRF2	20482850;12074588	Reactome_Fls;iRefIndex
NTRK2	SHC2	NTRK2_HUMAN	SHC2_HUMAN	Q16620	P98077	12006576	APID
NTRK2	SHC3	NTRK2_HUMAN	SHC3_HUMAN	Q16620	Q92529	20482850;12074588	Reactome_Fls;iRefIndex
NTRK2	SQSTM1	NTRK2_HUMAN	SQSTM_HUMAN	Q16620	Q13501	18457658;12471037	iRefIndex
NTRK2	TRAF6	NTRK2_HUMAN	TRAF6_HUMAN	Q16620	Q9Y4K3	18457658	iRefIndex
NTRK3	NTRK2	NTRK3_HUMAN	NTRK2_HUMAN	Q16288	Q16620	20482850	Reactome_Fls
PIK3R1	NTRK2	P85A_HUMAN	NTRK2_HUMAN	P27986	Q16620	20482850	Reactome_Fls
ADCYAP1	NTRK2	PACA_HUMAN	NTRK2_HUMAN	P18509	Q16620	20482850;17367534	Reactome_Fls;Reactome
ADCYAP1R1	NTRK2	PACR_HUMAN	NTRK2_HUMAN	P41586	Q16620	20482850;17367534	Reactome_Fls;Reactome
TRIP13	NTRK2	PCH2_HUMAN	NTRK2_HUMAN	Q15645	Q16620	15657099	iRefIndex
PLCG1	NTRK2	PLCG1_HUMAN	NTRK2_HUMAN	P19174	Q16620	20482850;12419535;10092678	Reactome_Fls;APID
POU4F1	NTRK2	PO4F1_HUMAN	NTRK2_HUMAN	Q01851	Q16620	20482850	Reactome_Fls
PTPN11	NTRK2	PTN11_HUMAN	NTRK2_HUMAN	Q06124	Q16620	20482850	Reactome_Fls
PTPN1	NTRK2	PTN1_HUMAN	NTRK2_HUMAN	P18031	Q16620	20482850;12237455	Reactome_Fls;APID
RAP1A	NTRK2	RAP1A_HUMAN	NTRK2_HUMAN	P62834	Q16620	20482850	Reactome_Fls
RAP1B	NTRK2	RAP1B_HUMAN	NTRK2_HUMAN	P61224	Q16620	20482850	Reactome_Fls
RASA1	NTRK2	RASA1_HUMAN	NTRK2_HUMAN	P20936	Q16620	20482850	Reactome_Fls
POLR2G	NTRK2	RPB7_HUMAN	NTRK2_HUMAN	P62487	Q16620	21988832	IntAct
SH2D1A	NTRK2	SH21A_HUMAN	NTRK2_HUMAN	O60880	Q16620	9856458;15657099	iRefIndex;APID
SH2B2	NTRK2	SH2B2_HUMAN	NTRK2_HUMAN	O14492	Q16620	9856458;20482850	Reactome_Fls;APID
SHC1	NTRK2	SHC1_HUMAN	NTRK2_HUMAN	P29353	Q16620	20482850;12419535;10092678	Reactome_Fls;APID
SHC2	NTRK2	SHC2_HUMAN	NTRK2_HUMAN	P98077	Q16620	20482850	Reactome_Fls
SHC3	NTRK2	SHC3_HUMAN	NTRK2_HUMAN	Q92529	Q16620	9507002	iRefIndex;APID
SQSTM1	NTRK2	SQSTM_HUMAN	NTRK2_HUMAN	Q13501	Q16620	15657099;12471037	iRefIndex;APID
NGFR	NTRK2	TNR16_HUMAN	NTRK2_HUMAN	P08138	Q16620	9927421;20482850;15657099	Reactome_Fls;iRefIndex;APID
NGFRAP1	NTRK3	BEX3_HUMAN	NTRK3_HUMAN	Q00994	Q16288	20482850	Reactome_Fls
CYLC2	NTRK3	CYLC2_HUMAN	NTRK3_HUMAN	Q14093	Q16288	20482850	Reactome_Fls
DCC	NTRK3	DCC_HUMAN	NTRK3_HUMAN	P43146	Q16288	20482850	Reactome_Fls
TMPRSS15	NTRK3	ENTK_HUMAN	NTRK3_HUMAN	P98073	Q16288	20482850	Reactome_Fls
EPOR	NTRK3	EPOR_HUMAN	NTRK3_HUMAN	P19235	Q16288	20482850	Reactome_Fls
FOS	NTRK3	FOS_HUMAN	NTRK3_HUMAN	P01100	Q16288	9973222;15657099	iRefIndex;APID
FRS2	NTRK3	FRS2_HUMAN	NTRK3_HUMAN	Q8WU20	Q16288	10092678	iRefIndex;APID
HSP90AB1	NTRK3	HS90B_HUMAN	NTRK3_HUMAN	P08238	Q16288	22939624	IntAct
IRAK1	NTRK3	IRAK1_HUMAN	NTRK3_HUMAN	P51617	Q16288	20482850	Reactome_Fls
IRAK3	NTRK3	IRAK3_HUMAN	NTRK3_HUMAN	Q9Y616	Q16288	21988832	IntAct
JUN	NTRK3	JUN_HUMAN	NTRK3_HUMAN	P05412	Q16288	15657099	iRefIndex
MCF2L	NTRK3	MCF2L_HUMAN	NTRK3_HUMAN	O15068	Q16288	20482850	Reactome_Fls
MAPK1	NTRK3	MK01_HUMAN	NTRK3_HUMAN	P28482	Q16288	20482850;15657099;11205744	Reactome_Fls;iRefIndex;APID
MAPK3	NTRK3	MK03_HUMAN	NTRK3_HUMAN	P27361	Q16288	20482850	Reactome_Fls
NTF3	NTRK3	NTF3_HUMAN	NTRK3_HUMAN	P20783	Q16288	9488719;8621424;20482850;15657099;11205744;10713102	Reactome_Fls;iRefIndex;APID
NTRK3	HTR2A	NTRK3_HUMAN	5HT2A_HUMAN	Q16288	P28223	16537434	APID
NTRK3	NGFRAP1	NTRK3_HUMAN	BEX3_HUMAN	Q16288	Q00994	15657099;10764727	iRefIndex;APID
NTRK3	DOK5	NTRK3_HUMAN	DOK5_HUMAN	Q16288	Q9P104	20482850;16647839	Reactome_Fls;APID
NTRK3	DYNLL1	NTRK3_HUMAN	DYL1_HUMAN	Q16288	P63167	11157096	APID
NTRK3	EDAR	NTRK3_HUMAN	EDAR_HUMAN	Q16288	Q9UNE0	20482850	Reactome_Fls
NTRK3	IRAK1	NTRK3_HUMAN	IRAK1_HUMAN	Q16288	P51617	15657099;12034707	iRefIndex;APID
NTRK3	JUN	NTRK3_HUMAN	JUN_HUMAN	Q16288	P05412	9973222	APID
NTRK3	MAPK3	NTRK3_HUMAN	MK03_HUMAN	Q16288	P27361	11205744	APID
NTRK3	NTF3	NTRK3_HUMAN	NTF3_HUMAN	Q16288	P20783	15657099;10713102	iRefIndex;DIP
NTRK3	NTRK2	NTRK3_HUMAN	NTRK2_HUMAN	Q16288	Q16620	20482850	Reactome_Fls
NTRK3	PCDHGB5	NTRK3_HUMAN	PCDGH_HUMAN	Q16288	Q9Y5G0	20482850	Reactome_Fls
NTRK3	PTPN1	NTRK3_HUMAN	PTN1_HUMAN	Q16288	P18031	12237455	MINT
NTRK3	SHC2	NTRK3_HUMAN	SHC2_HUMAN	Q16288	P98077	12006576	APID
NTRK3	SQSTM1	NTRK3_HUMAN	SQSTM_HUMAN	Q16288	Q13501	15657099;12471037	iRefIndex
PLCG1	NTRK3	PLCG1_HUMAN	NTRK3_HUMAN	P19174	Q16288	7657612;20482850;10092678	Reactome_Fls;APID
PTPN1	NTRK3	PTN1_HUMAN	NTRK3_HUMAN	P18031	Q16288	20482850;12237455	Reactome_Fls;APID
PTPRJ	NTRK3	PTPRJ_HUMAN	NTRK3_HUMAN	Q12913	Q16288	20482850	Reactome_Fls
HRAS	NTRK3	RASH_HUMAN	NTRK3_HUMAN	P01112	Q16288	20482850	Reactome_Fls
KRAS	NTRK3	RASK_HUMAN	NTRK3_HUMAN	P01116	Q16288	20482850	Reactome_Fls
NRAS	NTRK3	RASN_HUMAN	NTRK3_HUMAN	P01111	Q16288	20482850	Reactome_Fls
RUNX1	NTRK3	RUNX1_HUMAN	NTRK3_HUMAN	Q01196	Q16288	20482850	Reactome_Fls
SH2D1A	NTRK3	SH21A_HUMAN	NTRK3_HUMAN	O60880	Q16288	9856458;15657099	iRefIndex;APID
SHC1	NTRK3	SHC1_HUMAN	NTRK3_HUMAN	P29353	Q16288	7657612;20482850;10092678	Reactome_Fls;APID
SOX15	NTRK3	SOX15_HUMAN	NTRK3_HUMAN	O60248	Q16288	20482850	Reactome_Fls
SQSTM1	NTRK3	SQSTM_HUMAN	NTRK3_HUMAN	Q13501	Q16288	20482850;12471037	Reactome_Fls;APID
TIAM1	NTRK3	TIAM1_HUMAN	NTRK3_HUMAN	Q13009	Q16288	20482850	Reactome_Fls
NGFR	NTRK3	TNR16_HUMAN	NTRK3_HUMAN	P08138	Q16288	9927421;20482850	Reactome_Fls;APID
YWHAE	NUAK1	1433E_HUMAN	NUAK1_HUMAN	P62258	O60285	16306228	APID
YWHAZ	NUAK1	1433Z_HUMAN	NUAK1_HUMAN	P63104	O60285	16306228	APID
PPP2R1B	NUAK1	2AAB_HUMAN	NUAK1_HUMAN	P30154	O60285	16306228	APID
PPP2R2A	NUAK1	2ABA_HUMAN	NUAK1_HUMAN	P63151	O60285	16306228	APID
PRKAB1	NUAK1	AAKB1_HUMAN	NUAK1_HUMAN	Q9Y478	O60285	16306228	APID
LOC101060511	NUAK1	AAKB2_HUMAN	NUAK1_HUMAN	O43741	O60285	16306228	APID
PRKAB2	NUAK1	AAKB2_HUMAN	NUAK1_HUMAN	O43741	O60285	16306228	APID
PRKAG1	NUAK1	AAKG1_HUMAN	NUAK1_HUMAN	P54619	O60285	16306228	APID
PRKAA1	NUAK1	AAPK1_HUMAN	NUAK1_HUMAN	Q13131	O60285	16306228	APID
SLC25A5	NUAK1	ADT2_HUMAN	NUAK1_HUMAN	P05141	O60285	16306228	APID
BRSK1	NUAK1	BRSK1_HUMAN	NUAK1_HUMAN	Q8TDC3	O60285	16306228	APID
BRSK2	NUAK1	BRSK2_HUMAN	NUAK1_HUMAN	Q8IWQ3	O60285	16306228	APID
CASP6	NUAK1	CASP6_HUMAN	NUAK1_HUMAN	P55212	O60285	15273717	APID
CDC37	NUAK1	CDC37_HUMAN	NUAK1_HUMAN	Q16543	O60285	16306228	APID
HSPA5	NUAK1	GRP78_HUMAN	NUAK1_HUMAN	P11021	O60285	16306228	APID
HSP90AA1	NUAK1	HS90A_HUMAN	NUAK1_HUMAN	P07900	O60285	16306228	APID
PRKAR1A	NUAK1	KAP0_HUMAN	NUAK1_HUMAN	P10644	O60285	17353931	IntAct;DIP
PRPSAP1	NUAK1	KPRA_HUMAN	NUAK1_HUMAN	Q14558	O60285	17353931	IntAct
LATS1	NUAK1	LATS1_HUMAN	NUAK1_HUMAN	O95835	O60285	19927127	MINT
MARK1	NUAK1	MARK1_HUMAN	NUAK1_HUMAN	Q9P0L2	O60285	16306228	APID
MARK2	NUAK1	MARK2_HUMAN	NUAK1_HUMAN	Q7KZI7	O60285	16306228	APID
MARK3	NUAK1	MARK3_HUMAN	NUAK1_HUMAN	P27448	O60285	16306228	APID
MARK4	NUAK1	MARK4_HUMAN	NUAK1_HUMAN	Q96L34	O60285	16306228	APID
NUAK1	PRKAG1	NUAK1_HUMAN	AAKG1_HUMAN	O60285	P54619	20482850	Reactome_Fls
NUAK1	PRKAA1	NUAK1_HUMAN	AAPK1_HUMAN	O60285	Q13131	20482850	Reactome_Fls
NUAK1	BRSK1	NUAK1_HUMAN	BRSK1_HUMAN	O60285	Q8TDC3	20482850	Reactome_Fls
NUAK1	BRSK2	NUAK1_HUMAN	BRSK2_HUMAN	O60285	Q8IWQ3	20482850	Reactome_Fls
NUAK1	PRKAR1A	NUAK1_HUMAN	KAP0_HUMAN	O60285	P10644	20482850;17353931	Spike;Reactome_Fls;APID
NUAK1	PRPSAP1	NUAK1_HUMAN	KPRA_HUMAN	O60285	Q14558	17353931	Spike;iRefIndex;DIP;APID
NUAK1	MARK1	NUAK1_HUMAN	MARK1_HUMAN	O60285	Q9P0L2	20482850	Reactome_Fls
NUAK1	MARK2	NUAK1_HUMAN	MARK2_HUMAN	O60285	Q7KZI7	20482850	Reactome_Fls
NUAK1	MARK3	NUAK1_HUMAN	MARK3_HUMAN	O60285	P27448	20482850	Reactome_Fls
NUAK1	MARK4	NUAK1_HUMAN	MARK4_HUMAN	O60285	Q96L34	20482850	Reactome_Fls
NUAK1	NUAK1	NUAK1_HUMAN	NUAK1_HUMAN	O60285	O60285	16306228	APID
NUAK1	NUAK2	NUAK1_HUMAN	NUAK2_HUMAN	O60285	Q9H093	20482850	Reactome_Fls
NUAK1	TP53	NUAK1_HUMAN	P53_HUMAN	O60285	P04637	21317932	I2D_IMEx
NUAK1	PROKR1	NUAK1_HUMAN	PKR1_HUMAN	O60285	Q8TCW9	17353931	Spike
NUAK1	S100A8	NUAK1_HUMAN	S10A8_HUMAN	O60285	P05109	17353931	Spike;iRefIndex;DIP;APID
NUAK1	S100A9	NUAK1_HUMAN	S10A9_HUMAN	O60285	P06702	17353931	Spike;iRefIndex;APID
NUAK1	SIK1	NUAK1_HUMAN	SIK1_HUMAN	O60285	P57059	20482850	Reactome_Fls
NUAK1	SIK2	NUAK1_HUMAN	SIK2_HUMAN	O60285	Q9H0K1	20482850	Reactome_Fls
NUAK1	SNRK	NUAK1_HUMAN	SNRK_HUMAN	O60285	Q9NRH2	20482850	Reactome_Fls
NUAK1	STK11	NUAK1_HUMAN	STK11_HUMAN	O60285	Q15831	21317932	I2D_IMEx
NUAK2	NUAK1	NUAK2_HUMAN	NUAK1_HUMAN	Q9H093	O60285	16306228	APID
PPP2CA	NUAK1	PP2AA_HUMAN	NUAK1_HUMAN	P67775	O60285	16306228	APID
S100A8	NUAK1	S10A8_HUMAN	NUAK1_HUMAN	P05109	O60285	17353931	IntAct
S100A9	NUAK1	S10A9_HUMAN	NUAK1_HUMAN	P06702	O60285	17353931	iRefIndex;IntAct;DIP
SIK1	NUAK1	SIK1_HUMAN	NUAK1_HUMAN	P57059	O60285	16306228	APID
SIK2	NUAK1	SIK2_HUMAN	NUAK1_HUMAN	Q9H0K1	O60285	16306228	APID
SIK3	NUAK1	SIK3_HUMAN	NUAK1_HUMAN	Q9Y2K2	O60285	16306228	APID
SNRK	NUAK1	SNRK_HUMAN	NUAK1_HUMAN	Q9NRH2	O60285	16306228	APID
